txn_id,txn_datetime,outlet_id,daypart,category,items,amount_sgd,payment_method
T504527,2025-06-20 15:29,OUT-04,Evening,Coffee,1,5.19,PayNow
T502273,2025-06-20 15:31,OUT-02,Evening,Tea,1,4.7,Card
T504525,2025-06-20 15:32,OUT-04,Evening,Tea,1,5.51,Card
T501303,2025-06-20 15:33,OUT-01,Evening,Food,1,14.3,Cash
T504488,2025-06-20 15:34,OUT-04,Evening,Pastry,1,4.61,Card
T504520,2025-06-20 15:36,OUT-04,Evening,Tea,1,4.33,Card
T504491,2025-06-20 15:38,OUT-04,Evening,Coffee,1,6.39,Card
T501284,2025-06-20 15:39,OUT-01,Evening,Coffee,1,4.26,Cash
T502310,2025-06-20 15:41,OUT-02,Evening,Food,1,13.27,PayNow
T502279,2025-06-20 15:43,OUT-02,Evening,Tea,1,5.24,Card
T502298,2025-06-20 15:45,OUT-02,Evening,Coffee,1,5.38,PayNow
T503567,2025-06-20 15:47,OUT-03,Evening,Coffee,1,6.99,PayNow
T502303,2025-06-20 15:47,OUT-02,Evening,Food,1,16.7,PayNow
T503557,2025-06-20 15:48,OUT-03,Evening,Coffee,1,7.46,PayNow
T504545,2025-06-20 15:56,OUT-04,Evening,Pastry,1,4.23,PayNow
T504478,2025-06-20 15:57,OUT-04,Evening,Pastry,1,4.68,PayNow
T501297,2025-06-20 15:59,OUT-01,Evening,Coffee,1,7.01,Cash
T504501,2025-06-20 15:59,OUT-04,Evening,Food,1,13.19,Card
T504523,2025-06-20 16:03,OUT-04,Evening,Food,1,15.98,Card
T501291,2025-06-20 16:03,OUT-01,Evening,Tea,1,5.93,PayNow
T504543,2025-06-20 16:08,OUT-04,Evening,Pastry,1,4.64,Wallet
T504479,2025-06-20 16:08,OUT-04,Evening,Coffee,1,4.86,Card
T502274,2025-06-20 16:09,OUT-02,Evening,Coffee,1,7.44,PayNow
T502301,2025-06-20 16:09,OUT-02,Evening,Coffee,1,4.67,Cash
T504482,2025-06-20 16:14,OUT-04,Evening,Coffee,1,6.66,Card
T501302,2025-06-20 16:16,OUT-01,Evening,Coffee,1,5.12,Card
T504524,2025-06-20 16:16,OUT-04,Evening,Food,1,13.19,Cash
T502277,2025-06-20 16:16,OUT-02,Evening,Food,1,12.19,Card
T503563,2025-06-20 16:17,OUT-03,Evening,Pastry,1,4.11,PayNow
T504509,2025-06-20 16:20,OUT-04,Evening,Coffee,1,6.52,Card
T504498,2025-06-20 16:20,OUT-04,Evening,Food,1,16.76,PayNow
T504537,2025-06-20 16:21,OUT-04,Evening,Coffee,1,6.6,Card
T502265,2025-06-20 16:22,OUT-02,Evening,Pastry,1,6.17,Cash
T504480,2025-06-20 16:23,OUT-04,Evening,Coffee,1,6.2,Cash
T504522,2025-06-20 16:24,OUT-04,Evening,Food,1,15.33,PayNow
T504484,2025-06-20 16:26,OUT-04,Evening,Beans (retail),1,14.7,Card
T502299,2025-06-20 16:26,OUT-02,Evening,Pastry,1,4.35,PayNow
T502295,2025-06-20 16:34,OUT-02,Evening,Food,1,11.96,Cash
T504492,2025-06-20 16:41,OUT-04,Evening,Coffee,1,5.51,Card
T504504,2025-06-20 16:42,OUT-04,Evening,Coffee,1,5.81,PayNow
T504503,2025-06-20 16:45,OUT-04,Evening,Food,1,11.78,Card
T504513,2025-06-20 16:47,OUT-04,Evening,Beans (retail),1,24.01,Card
T504490,2025-06-20 16:47,OUT-04,Evening,Pastry,1,6.02,PayNow
T501287,2025-06-20 16:48,OUT-01,Evening,Tea,1,4.62,Card
T501298,2025-06-20 16:50,OUT-01,Evening,Coffee,1,6.34,PayNow
T502311,2025-06-20 16:59,OUT-02,Evening,Tea,1,4.43,Card
T501290,2025-06-20 16:59,OUT-01,Evening,Food,1,13.82,Card
T502282,2025-06-20 17:00,OUT-02,Evening,Beans (retail),1,18.0,PayNow
T501300,2025-06-20 17:00,OUT-01,Evening,Tea,1,4.68,PayNow
T504485,2025-06-20 17:00,OUT-04,Evening,Coffee,1,5.52,Wallet
T502267,2025-06-20 17:01,OUT-02,Evening,Pastry,1,3.0,Cash
T502313,2025-06-20 17:05,OUT-02,Evening,Pastry,1,5.32,Card
T504496,2025-06-20 17:07,OUT-04,Evening,Food,1,17.81,Cash
T502283,2025-06-20 17:10,OUT-02,Evening,Food,1,11.61,PayNow
T502269,2025-06-20 17:12,OUT-02,Evening,Beans (retail),1,17.74,Card
T502312,2025-06-20 17:13,OUT-02,Evening,Beans (retail),1,29.17,Card
T504511,2025-06-20 17:20,OUT-04,Evening,Pastry,1,5.59,Card
T502300,2025-06-20 17:21,OUT-02,Evening,Coffee,1,6.64,Wallet
T502266,2025-06-20 17:22,OUT-02,Evening,Food,1,14.25,Card
T503560,2025-06-20 17:31,OUT-03,Evening,Coffee,1,9.37,Card
T504542,2025-06-20 17:31,OUT-04,Evening,Coffee,1,3.73,Card
T504487,2025-06-20 17:31,OUT-04,Evening,Tea,1,5.77,PayNow
T504510,2025-06-20 17:33,OUT-04,Evening,Food,1,16.74,Cash
T504489,2025-06-20 17:33,OUT-04,Evening,Pastry,1,4.82,Card
T504531,2025-06-20 17:35,OUT-04,Evening,Pastry,1,4.63,Wallet
T502259,2025-06-20 17:35,OUT-02,Evening,Food,1,15.9,PayNow
T503561,2025-06-20 17:37,OUT-03,Evening,Pastry,1,4.0,Card
T504519,2025-06-20 17:37,OUT-04,Evening,Pastry,1,5.7,PayNow
T503564,2025-06-20 17:38,OUT-03,Evening,Coffee,1,6.2,Card
T501304,2025-06-20 17:41,OUT-01,Evening,Tea,1,4.97,Wallet
T501279,2025-06-20 17:41,OUT-01,Evening,Food,1,13.38,PayNow
T501307,2025-06-20 17:44,OUT-01,Evening,Food,1,10.61,Cash
T504532,2025-06-20 17:44,OUT-04,Evening,Food,1,12.22,PayNow
T504483,2025-06-20 17:46,OUT-04,Evening,Coffee,1,7.39,Cash
T504530,2025-06-20 17:49,OUT-04,Evening,Food,1,15.08,Cash
T502287,2025-06-20 17:49,OUT-02,Evening,Food,1,13.98,Card
T502293,2025-06-20 17:55,OUT-02,Evening,Food,1,13.91,PayNow
T504533,2025-06-20 18:02,OUT-04,Evening,Coffee,1,7.55,Card
T501293,2025-06-20 18:05,OUT-01,Evening,Food,1,14.53,Card
T501280,2025-06-20 18:09,OUT-01,Evening,Coffee,1,6.16,Card
T504517,2025-06-20 18:12,OUT-04,Evening,Coffee,1,5.28,Card
T502289,2025-06-20 18:14,OUT-02,Evening,Coffee,1,6.77,PayNow
T504493,2025-06-20 18:23,OUT-04,Evening,Coffee,1,7.52,Card
T502268,2025-06-20 18:29,OUT-02,Evening,Food,1,15.53,Card
T504526,2025-06-20 18:31,OUT-04,Evening,Coffee,1,3.87,PayNow
T502307,2025-06-20 18:32,OUT-02,Evening,Coffee,1,6.0,PayNow
T504499,2025-06-20 18:32,OUT-04,Evening,Pastry,1,4.16,Card
T503551,2025-06-20 18:35,OUT-03,Evening,Coffee,1,7.12,Card
T501296,2025-06-20 18:36,OUT-01,Evening,Coffee,1,6.43,Card
T504516,2025-06-20 18:40,OUT-04,Evening,Beans (retail),1,25.19,Cash
T504494,2025-06-20 18:41,OUT-04,Evening,Food,1,19.06,Card
T501306,2025-06-20 18:41,OUT-01,Evening,Coffee,1,7.32,Card
T501281,2025-06-20 18:43,OUT-01,Evening,Coffee,1,8.33,PayNow
T504497,2025-06-20 18:48,OUT-04,Evening,Tea,1,6.38,Wallet
T504540,2025-06-20 18:50,OUT-04,Evening,Tea,1,4.81,Card
T504538,2025-06-20 18:55,OUT-04,Evening,Beans (retail),1,19.35,Card
T504500,2025-06-20 18:55,OUT-04,Evening,Coffee,1,4.49,Card
T504512,2025-06-20 18:56,OUT-04,Evening,Coffee,1,7.6,Card
T504502,2025-06-20 18:58,OUT-04,Evening,Coffee,1,4.1,Card
T502285,2025-06-20 18:59,OUT-02,Evening,Tea,1,5.84,PayNow
T504514,2025-06-20 19:02,OUT-04,Evening,Coffee,1,7.4,PayNow
T504539,2025-06-20 19:03,OUT-04,Evening,Coffee,1,5.0,PayNow
T502263,2025-06-20 19:03,OUT-02,Evening,Food,1,7.25,Card
T501288,2025-06-20 19:03,OUT-01,Evening,Tea,1,5.1,PayNow
T501285,2025-06-20 19:08,OUT-01,Evening,Food,1,19.14,Cash
T502276,2025-06-20 19:09,OUT-02,Evening,Coffee,1,6.22,PayNow
T503553,2025-06-20 19:11,OUT-03,Evening,Food,1,12.45,Cash
T504495,2025-06-20 19:12,OUT-04,Evening,Coffee,1,6.05,Wallet
T502288,2025-06-20 19:14,OUT-02,Evening,Tea,1,4.28,Card
T504535,2025-06-20 19:14,OUT-04,Evening,Food,1,9.25,PayNow
T502270,2025-06-20 19:14,OUT-02,Evening,Tea,1,4.93,PayNow
T504536,2025-06-20 19:18,OUT-04,Evening,Coffee,1,6.32,Card
T504546,2025-06-20 19:19,OUT-04,Evening,Food,1,12.63,Card
T502284,2025-06-20 19:19,OUT-02,Evening,Tea,1,6.07,Card
T503552,2025-06-20 19:23,OUT-03,Evening,Coffee,1,7.07,PayNow
T501294,2025-06-20 19:24,OUT-01,Evening,Food,1,17.36,Wallet
T504529,2025-06-20 19:26,OUT-04,Evening,Coffee,1,5.76,Card
T504515,2025-06-20 19:26,OUT-04,Evening,Food,1,15.55,Card
T501308,2025-06-20 19:28,OUT-01,Evening,Pastry,1,5.26,PayNow
T502292,2025-06-20 19:30,OUT-02,Evening,Food,1,15.86,Card
T502290,2025-06-20 19:39,OUT-02,Evening,Tea,1,5.32,PayNow
T502278,2025-06-20 19:40,OUT-02,Evening,Coffee,1,5.64,Cash
T502294,2025-06-20 19:41,OUT-02,Evening,Tea,1,5.44,Wallet
T504518,2025-06-20 19:42,OUT-04,Evening,Tea,1,6.05,Wallet
T503550,2025-06-20 19:47,OUT-03,Evening,Coffee,1,8.05,Card
T504528,2025-06-20 19:48,OUT-04,Evening,Pastry,1,5.35,Cash
T502264,2025-06-20 19:58,OUT-02,Evening,Coffee,1,4.97,PayNow
T504486,2025-06-20 20:06,OUT-04,Evening,Coffee,1,5.32,Card
T503555,2025-06-20 20:08,OUT-03,Evening,Coffee,1,6.18,Card
T502309,2025-06-20 20:10,OUT-02,Evening,Tea,1,4.92,Card
T502305,2025-06-20 20:13,OUT-02,Evening,Food,1,12.3,PayNow
T503562,2025-06-20 20:15,OUT-03,Evening,Coffee,1,8.52,Cash
T504507,2025-06-20 20:15,OUT-04,Evening,Pastry,1,5.53,Card
T501289,2025-06-20 20:23,OUT-01,Evening,Pastry,1,4.15,PayNow
T504544,2025-06-20 20:23,OUT-04,Evening,Pastry,1,5.99,Card
T504521,2025-06-20 20:26,OUT-04,Evening,Coffee,1,7.61,Card
T503566,2025-06-20 20:28,OUT-03,Evening,Pastry,1,7.35,PayNow
T501283,2025-06-20 20:29,OUT-01,Evening,Beans (retail),1,18.93,Card
T504481,2025-06-20 20:29,OUT-04,Evening,Pastry,1,5.15,Card
T504534,2025-06-20 20:32,OUT-04,Evening,Tea,1,7.06,Card
T503559,2025-06-20 20:32,OUT-03,Evening,Food,1,8.66,Cash
T504508,2025-06-20 20:35,OUT-04,Evening,Pastry,1,7.02,Cash
T502275,2025-06-20 20:39,OUT-02,Evening,Beans (retail),1,15.68,Card
T502306,2025-06-20 20:39,OUT-02,Evening,Pastry,1,5.14,PayNow
T501282,2025-06-20 20:48,OUT-01,Evening,Beans (retail),1,18.11,Card
T502304,2025-06-20 20:49,OUT-02,Evening,Tea,1,7.12,Card
T502271,2025-06-20 20:49,OUT-02,Evening,Food,1,18.46,Card
T501292,2025-06-20 20:49,OUT-01,Evening,Coffee,1,6.01,Wallet
T502297,2025-06-20 20:51,OUT-02,Evening,Coffee,1,4.67,Card
T502302,2025-06-20 20:52,OUT-02,Evening,Food,1,12.45,PayNow
T502296,2025-06-20 20:53,OUT-02,Evening,Coffee,1,7.08,Card
T501301,2025-06-20 20:54,OUT-01,Evening,Tea,1,5.13,PayNow
T501299,2025-06-20 20:54,OUT-01,Evening,Tea,1,3.98,PayNow
T504506,2025-06-20 20:57,OUT-04,Evening,Pastry,1,6.33,PayNow
T502272,2025-06-20 20:58,OUT-02,Evening,Pastry,1,5.55,Cash
T503554,2025-06-20 20:59,OUT-03,Evening,Coffee,1,8.46,Card
T501340,2025-06-21 07:00,OUT-01,Morning,Coffee,1,7.17,Card
T503576,2025-06-21 07:00,OUT-03,Morning,Coffee,1,4.45,PayNow
T503569,2025-06-21 07:01,OUT-03,Morning,Coffee,1,4.45,PayNow
T504599,2025-06-21 07:01,OUT-04,Morning,Beans (retail),1,11.63,Card
T504575,2025-06-21 07:01,OUT-04,Morning,Coffee,1,5.36,PayNow
T501317,2025-06-21 07:04,OUT-01,Morning,Coffee,1,6.41,Cash
T501357,2025-06-21 07:04,OUT-01,Morning,Coffee,1,5.75,Card
T503596,2025-06-21 07:04,OUT-03,Morning,Pastry,1,4.5,Card
T504581,2025-06-21 07:05,OUT-04,Morning,Coffee,1,6.81,PayNow
T502395,2025-06-21 07:05,OUT-02,Morning,Coffee,1,6.53,Cash
T501367,2025-06-21 07:06,OUT-01,Morning,Coffee,1,5.87,Wallet
T503604,2025-06-21 07:08,OUT-03,Morning,Coffee,1,6.21,Card
T504606,2025-06-21 07:09,OUT-04,Morning,Pastry,1,4.22,Cash
T503608,2025-06-21 07:09,OUT-03,Morning,Coffee,1,6.95,Card
T502327,2025-06-21 07:09,OUT-02,Morning,Food,1,17.78,PayNow
T503606,2025-06-21 07:10,OUT-03,Morning,Pastry,1,3.69,Card
T504585,2025-06-21 07:12,OUT-04,Morning,Pastry,1,5.27,PayNow
T502407,2025-06-21 07:12,OUT-02,Morning,Coffee,1,6.88,PayNow
T502383,2025-06-21 07:12,OUT-02,Morning,Coffee,1,5.13,Wallet
T502329,2025-06-21 07:13,OUT-02,Morning,Pastry,1,5.35,Card
T504570,2025-06-21 07:13,OUT-04,Morning,Pastry,1,4.59,PayNow
T503572,2025-06-21 07:13,OUT-03,Morning,Coffee,1,5.72,PayNow
T503598,2025-06-21 07:14,OUT-03,Morning,Pastry,1,5.64,Card
T501329,2025-06-21 07:14,OUT-01,Morning,Coffee,1,6.72,Card
T502356,2025-06-21 07:14,OUT-02,Morning,Coffee,1,7.28,Card
T504557,2025-06-21 07:14,OUT-04,Morning,Tea,1,6.23,PayNow
T503582,2025-06-21 07:17,OUT-03,Morning,Coffee,1,6.7,PayNow
T502400,2025-06-21 07:17,OUT-02,Morning,Tea,1,5.7,Card
T504608,2025-06-21 07:17,OUT-04,Morning,Coffee,1,6.68,PayNow
T504609,2025-06-21 07:18,OUT-04,Morning,Pastry,1,4.85,Wallet
T504593,2025-06-21 07:20,OUT-04,Morning,Coffee,1,4.76,Card
T504590,2025-06-21 07:21,OUT-04,Morning,Coffee,1,5.72,PayNow
T501359,2025-06-21 07:21,OUT-01,Morning,Coffee,1,6.36,Card
T501318,2025-06-21 07:25,OUT-01,Morning,Tea,1,4.94,Cash
T504579,2025-06-21 07:25,OUT-04,Morning,Coffee,1,5.71,Wallet
T504547,2025-06-21 07:25,OUT-04,Morning,Coffee,1,4.94,Cash
T504577,2025-06-21 07:27,OUT-04,Morning,Coffee,1,5.72,Cash
T501325,2025-06-21 07:28,OUT-01,Morning,Tea,1,4.43,Card
T503581,2025-06-21 07:28,OUT-03,Morning,Coffee,1,5.43,PayNow
T502366,2025-06-21 07:30,OUT-02,Morning,Coffee,1,5.86,PayNow
T501323,2025-06-21 07:34,OUT-01,Morning,Pastry,1,5.68,Wallet
T503583,2025-06-21 07:36,OUT-03,Morning,Coffee,1,7.16,PayNow
T501345,2025-06-21 07:39,OUT-01,Morning,Pastry,1,6.0,PayNow
T502354,2025-06-21 07:39,OUT-02,Morning,Coffee,1,6.7,PayNow
T504559,2025-06-21 07:40,OUT-04,Morning,Food,1,15.4,PayNow
T503616,2025-06-21 07:42,OUT-03,Morning,Pastry,1,5.22,PayNow
T504600,2025-06-21 07:42,OUT-04,Morning,Coffee,1,4.9,Wallet
T501350,2025-06-21 07:43,OUT-01,Morning,Pastry,1,5.33,Wallet
T502370,2025-06-21 07:43,OUT-02,Morning,Pastry,1,3.95,Cash
T502402,2025-06-21 07:45,OUT-02,Morning,Coffee,1,5.44,Card
T502365,2025-06-21 07:45,OUT-02,Morning,Pastry,1,5.3,Card
T502389,2025-06-21 07:45,OUT-02,Morning,Food,1,12.21,Wallet
T504573,2025-06-21 07:46,OUT-04,Morning,Pastry,1,4.61,Card
T501336,2025-06-21 07:47,OUT-01,Morning,Coffee,1,7.98,PayNow
T502357,2025-06-21 07:48,OUT-02,Morning,Coffee,1,7.05,Card
T501316,2025-06-21 07:48,OUT-01,Morning,Coffee,1,3.72,Cash
T504560,2025-06-21 07:49,OUT-04,Morning,Coffee,1,5.74,Card
T503613,2025-06-21 07:51,OUT-03,Morning,Coffee,1,6.31,Cash
T503600,2025-06-21 07:52,OUT-03,Morning,Coffee,1,6.78,Card
T502335,2025-06-21 07:53,OUT-02,Morning,Coffee,1,5.14,Card
T501314,2025-06-21 07:54,OUT-01,Morning,Pastry,1,4.53,PayNow
T504594,2025-06-21 07:54,OUT-04,Morning,Pastry,1,5.26,PayNow
T502331,2025-06-21 07:55,OUT-02,Morning,Beans (retail),1,29.12,Card
T502326,2025-06-21 07:56,OUT-02,Morning,Coffee,1,5.39,Card
T502390,2025-06-21 07:56,OUT-02,Morning,Coffee,1,5.68,Card
T501321,2025-06-21 07:59,OUT-01,Morning,Coffee,1,6.62,PayNow
T501351,2025-06-21 07:59,OUT-01,Morning,Coffee,1,7.13,Card
T502317,2025-06-21 08:00,OUT-02,Morning,Pastry,1,6.04,Card
T502399,2025-06-21 08:01,OUT-02,Morning,Coffee,1,6.74,Cash
T502322,2025-06-21 08:01,OUT-02,Morning,Pastry,1,5.16,Card
T503575,2025-06-21 08:02,OUT-03,Morning,Coffee,1,7.25,PayNow
T504576,2025-06-21 08:07,OUT-04,Morning,Coffee,1,5.5,Card
T502333,2025-06-21 08:08,OUT-02,Morning,Pastry,1,3.66,PayNow
T503570,2025-06-21 08:09,OUT-03,Morning,Coffee,1,7.08,PayNow
T504550,2025-06-21 08:11,OUT-04,Morning,Coffee,1,7.17,Cash
T502339,2025-06-21 08:15,OUT-02,Morning,Tea,1,4.71,Card
T502386,2025-06-21 08:18,OUT-02,Morning,Coffee,1,4.19,Card
T501361,2025-06-21 08:18,OUT-01,Morning,Coffee,1,6.84,Card
T502321,2025-06-21 08:19,OUT-02,Morning,Food,1,12.71,PayNow
T502320,2025-06-21 08:19,OUT-02,Morning,Coffee,1,6.18,Wallet
T502318,2025-06-21 08:19,OUT-02,Morning,Pastry,1,6.73,Card
T504554,2025-06-21 08:21,OUT-04,Morning,Tea,1,4.51,Card
T503617,2025-06-21 08:21,OUT-03,Morning,Pastry,1,6.63,Card
T504617,2025-06-21 08:21,OUT-04,Morning,Pastry,1,5.17,PayNow
T504588,2025-06-21 08:23,OUT-04,Morning,Coffee,1,6.82,Wallet
T504614,2025-06-21 08:23,OUT-04,Morning,Coffee,1,7.05,Wallet
T504586,2025-06-21 08:23,OUT-04,Morning,Coffee,1,5.55,Card
T504616,2025-06-21 08:23,OUT-04,Morning,Pastry,1,6.45,Wallet
T504619,2025-06-21 08:23,OUT-04,Morning,Pastry,1,4.88,Card
T501315,2025-06-21 08:23,OUT-01,Morning,Coffee,1,6.24,Wallet
T502377,2025-06-21 08:25,OUT-02,Morning,Pastry,1,5.48,Cash
T503578,2025-06-21 08:27,OUT-03,Morning,Coffee,1,6.92,PayNow
T504582,2025-06-21 08:27,OUT-04,Morning,Coffee,1,7.23,Card
T501341,2025-06-21 08:28,OUT-01,Morning,Coffee,1,7.39,Card
T502336,2025-06-21 08:29,OUT-02,Morning,Pastry,1,4.44,Card
T502359,2025-06-21 08:31,OUT-02,Morning,Pastry,1,5.34,Card
T501335,2025-06-21 08:31,OUT-01,Morning,Pastry,1,5.79,Wallet
T501310,2025-06-21 08:32,OUT-01,Morning,Coffee,1,7.58,PayNow
T503610,2025-06-21 08:32,OUT-03,Morning,Pastry,1,3.26,Card
T502388,2025-06-21 08:34,OUT-02,Morning,Coffee,1,6.5,Card
T502374,2025-06-21 08:34,OUT-02,Morning,Pastry,1,5.28,Card
T501348,2025-06-21 08:35,OUT-01,Morning,Coffee,1,7.62,PayNow
T504574,2025-06-21 08:36,OUT-04,Morning,Pastry,1,7.19,Wallet
T502361,2025-06-21 08:37,OUT-02,Morning,Coffee,1,5.93,PayNow
T501337,2025-06-21 08:38,OUT-01,Morning,Food,1,14.61,PayNow
T502342,2025-06-21 08:39,OUT-02,Morning,Coffee,1,6.82,Card
T504563,2025-06-21 08:40,OUT-04,Morning,Coffee,1,6.84,PayNow
T502332,2025-06-21 08:40,OUT-02,Morning,Pastry,1,5.73,Card
T503587,2025-06-21 08:43,OUT-03,Morning,Coffee,1,7.56,PayNow
T501328,2025-06-21 08:43,OUT-01,Morning,Coffee,1,6.4,PayNow
T502404,2025-06-21 08:44,OUT-02,Morning,Pastry,1,4.9,Cash
T504597,2025-06-21 08:44,OUT-04,Morning,Coffee,1,6.58,Wallet
T501363,2025-06-21 08:45,OUT-01,Morning,Coffee,1,7.54,Cash
T504572,2025-06-21 08:45,OUT-04,Morning,Coffee,1,6.32,Cash
T502397,2025-06-21 08:46,OUT-02,Morning,Coffee,1,4.61,Card
T503609,2025-06-21 08:46,OUT-03,Morning,Pastry,1,5.68,Card
T504568,2025-06-21 08:47,OUT-04,Morning,Pastry,1,6.04,Cash
T503579,2025-06-21 08:48,OUT-03,Morning,Coffee,1,6.25,Wallet
T502369,2025-06-21 08:48,OUT-02,Morning,Coffee,1,7.49,Card
T501343,2025-06-21 08:48,OUT-01,Morning,Coffee,1,8.06,Card
T502316,2025-06-21 08:49,OUT-02,Morning,Pastry,1,4.81,PayNow
T502340,2025-06-21 08:50,OUT-02,Morning,Pastry,1,5.65,Card
T504584,2025-06-21 08:51,OUT-04,Morning,Food,1,17.18,Card
T501322,2025-06-21 08:51,OUT-01,Morning,Coffee,1,6.18,PayNow
T504548,2025-06-21 08:52,OUT-04,Morning,Coffee,1,6.71,Card
T504596,2025-06-21 08:52,OUT-04,Morning,Coffee,1,6.68,Wallet
T503571,2025-06-21 08:53,OUT-03,Morning,Coffee,1,7.42,Card
T504598,2025-06-21 08:55,OUT-04,Morning,Pastry,1,4.24,Cash
T504615,2025-06-21 08:55,OUT-04,Morning,Tea,1,5.87,PayNow
T502334,2025-06-21 08:55,OUT-02,Morning,Coffee,1,5.67,PayNow
T504549,2025-06-21 08:59,OUT-04,Morning,Food,1,13.09,Card
T502315,2025-06-21 08:59,OUT-02,Morning,Coffee,1,4.79,Card
T503607,2025-06-21 08:59,OUT-03,Morning,Pastry,1,5.47,Wallet
T503577,2025-06-21 09:00,OUT-03,Morning,Coffee,1,5.62,Cash
T502344,2025-06-21 09:01,OUT-02,Morning,Coffee,1,6.67,PayNow
T504602,2025-06-21 09:02,OUT-04,Morning,Coffee,1,5.62,Cash
T502401,2025-06-21 09:03,OUT-02,Morning,Tea,1,5.18,Wallet
T501319,2025-06-21 09:03,OUT-01,Morning,Pastry,1,5.61,PayNow
T501339,2025-06-21 09:04,OUT-01,Morning,Coffee,1,4.97,Card
T502372,2025-06-21 09:06,OUT-02,Morning,Coffee,1,4.12,PayNow
T503605,2025-06-21 09:06,OUT-03,Morning,Coffee,1,6.57,Cash
T502352,2025-06-21 09:07,OUT-02,Morning,Coffee,1,6.32,Card
T502346,2025-06-21 09:08,OUT-02,Morning,Pastry,1,5.95,Card
T501332,2025-06-21 09:08,OUT-01,Morning,Coffee,1,5.51,Cash
T503573,2025-06-21 09:09,OUT-03,Morning,Pastry,1,5.95,Cash
T504603,2025-06-21 09:10,OUT-04,Morning,Food,1,11.92,PayNow
T503586,2025-06-21 09:10,OUT-03,Morning,Tea,1,4.65,Cash
T503618,2025-06-21 09:11,OUT-03,Morning,Food,1,11.24,PayNow
T504558,2025-06-21 09:13,OUT-04,Morning,Coffee,1,5.35,Card
T504620,2025-06-21 09:16,OUT-04,Morning,Tea,1,5.47,PayNow
T504566,2025-06-21 09:16,OUT-04,Morning,Pastry,1,5.21,Wallet
T502350,2025-06-21 09:16,OUT-02,Morning,Pastry,1,6.13,PayNow
T501344,2025-06-21 09:17,OUT-01,Morning,Tea,1,4.05,PayNow
T503589,2025-06-21 09:17,OUT-03,Morning,Pastry,1,4.65,PayNow
T502328,2025-06-21 09:18,OUT-02,Morning,Pastry,1,4.73,Card
T504555,2025-06-21 09:19,OUT-04,Morning,Coffee,1,6.22,PayNow
T501356,2025-06-21 09:20,OUT-01,Morning,Pastry,1,5.49,Card
T502384,2025-06-21 09:20,OUT-02,Morning,Coffee,1,6.32,Wallet
T504613,2025-06-21 09:20,OUT-04,Morning,Coffee,1,4.77,Cash
T504552,2025-06-21 09:20,OUT-04,Morning,Coffee,1,6.22,Card
T502351,2025-06-21 09:23,OUT-02,Morning,Beans (retail),1,21.86,Wallet
T501330,2025-06-21 09:26,OUT-01,Morning,Pastry,1,4.95,Wallet
T503594,2025-06-21 09:27,OUT-03,Morning,Coffee,1,5.52,PayNow
T502355,2025-06-21 09:28,OUT-02,Morning,Coffee,1,6.33,PayNow
T504567,2025-06-21 09:28,OUT-04,Morning,Pastry,1,3.46,PayNow
T502323,2025-06-21 09:29,OUT-02,Morning,Coffee,1,7.18,Card
T502387,2025-06-21 09:30,OUT-02,Morning,Pastry,1,5.72,Cash
T502362,2025-06-21 09:31,OUT-02,Morning,Tea,1,5.36,PayNow
T502396,2025-06-21 09:31,OUT-02,Morning,Pastry,1,3.57,Card
T503595,2025-06-21 09:31,OUT-03,Morning,Coffee,1,6.19,PayNow
T501333,2025-06-21 09:32,OUT-01,Morning,Coffee,1,6.48,PayNow
T502337,2025-06-21 09:32,OUT-02,Morning,Coffee,1,5.93,Card
T501324,2025-06-21 09:33,OUT-01,Morning,Pastry,1,4.66,Wallet
T504601,2025-06-21 09:34,OUT-04,Morning,Beans (retail),1,13.7,Cash
T504589,2025-06-21 09:35,OUT-04,Morning,Coffee,1,6.27,Cash
T504564,2025-06-21 09:35,OUT-04,Morning,Coffee,1,5.28,PayNow
T502324,2025-06-21 09:36,OUT-02,Morning,Pastry,1,6.26,Card
T502382,2025-06-21 09:36,OUT-02,Morning,Coffee,1,5.13,Wallet
T504611,2025-06-21 09:36,OUT-04,Morning,Pastry,1,4.7,Card
T502347,2025-06-21 09:36,OUT-02,Morning,Food,1,14.24,Card
T503588,2025-06-21 09:38,OUT-03,Morning,Coffee,1,7.04,Card
T502330,2025-06-21 09:39,OUT-02,Morning,Pastry,1,6.83,Card
T504592,2025-06-21 09:40,OUT-04,Morning,Pastry,1,4.98,Card
T504569,2025-06-21 09:40,OUT-04,Morning,Coffee,1,5.92,Card
T503614,2025-06-21 09:40,OUT-03,Morning,Coffee,1,5.56,Card
T504562,2025-06-21 09:41,OUT-04,Morning,Pastry,1,5.67,PayNow
T501360,2025-06-21 09:42,OUT-01,Morning,Beans (retail),1,18.12,Card
T502394,2025-06-21 09:42,OUT-02,Morning,Pastry,1,4.45,Card
T503601,2025-06-21 09:42,OUT-03,Morning,Beans (retail),1,21.62,Card
T501369,2025-06-21 09:44,OUT-01,Morning,Coffee,1,5.58,PayNow
T504587,2025-06-21 09:45,OUT-04,Morning,Coffee,1,7.04,Cash
T503591,2025-06-21 09:46,OUT-03,Morning,Coffee,1,6.07,Card
T503602,2025-06-21 09:47,OUT-03,Morning,Pastry,1,3.97,PayNow
T503593,2025-06-21 09:47,OUT-03,Morning,Tea,1,5.42,Card
T504610,2025-06-21 09:48,OUT-04,Morning,Pastry,1,2.55,Wallet
